A02_1	0.41626098
A02_2	1.389087763
A02_3	0.616918915
A02_4	0.753712566
A02_5	0.617859412
A02_6	0.733133811
A02_7	1.27292313
A02_8	0.628873124
A02_9	1.837197786
A02_10	1.334549168
A02_11	1.078018186
A02_12	0.876283169
A02_13	0.04453134
A02_14	0.340709207
A02_15	0.748322734
A02_16	1.079768697
A02_17	0.475180245
A02_18	0.194179852
A02_19	0.754702905
A02_20	0.933970923
A02_21	2.0916045
A02_22	0.720171442
A02_23	1.917541189
A02_24	2.353429397
A02_25	1.188512743
A02_26	4.858767656
A02_27	1.638131992
A02_28	1.133080054
A02_29	1.478874041
A02_30	1.312097474
A02_31	0.358849994
A02_32	0.879797778
A02_33	0.813690877
A02_34	0.483627147
A02_35	0.362898203
A02_36	2.18771998
A02_37	0.242128181
A02_38	0.04453134
A02_39	0.590440086
A02_40	0.474605479
A02_41	1.354760969
A02_42	0.269363173
A02_43	0.32384568
A02_44	0.850834742
A02_45	0.580213655
A02_46	1.474283903
A02_47	0.542225659
A02_48	0.591230521
A02_49	1.268760027
A02_50	0.296960059
A02_51	1.562749598
A02_52	1.571455558
A02_53	0.404201454
A02_54	3.401127107
A02_55	2.048060858
A02_56	0.126623866
A02_57	1.250285871
A02_58	0.687549246
A02_59	0.790641022
A02_60	0.990925821
A02_61	0.555700853
A02_62	0.85473401
A02_63	1.067188588
A02_64	0.308762447
A02_65	1.327124648
A02_66	1.571471543
A02_67	2.647157778
A02_68	0.290960236
A02_69	0.75893354
A02_70	2.366863765
A02_71	0.681654287
A02_72	0.76647139
A02_73	1.65621636
A02_74	3.430048687
A02_75	0.968607162
A02_76	1.094007922
A02_77	1.593531147
A02_78	1.335947192
A02_79	1.498776039
A02_80	0.922515345
A02_81	1.965771792
A02_82	0.780713744
A02_83	1.489512414
A02_84	0.825393101
A02_85	0.680621033
A02_86	2.290829677
A02_87	1.781806231
A02_88	1.005223057
A02_89	1.39023801
A02_90	1.672398013
A02_91	0.547497123
A02_92	1.061064563
A02_93	0.919019973
A02_94	0.919485815
A02_95	1.309845205
A02_96	0.340709207
A03_1	1.986172516
A03_2	2.047235561
A03_3	2.917678079
A03_4	1.149656932
A03_5	2.678821442
A03_6	1.75942928
A03_7	2.914727648
A03_8	1.269460101
A03_9	2.166806367
A03_10	1.273879835
A03_11	2.557215369
A03_12	1.214243331
A03_13	3.543751027
A03_14	2.522097581
A03_15	2.459700416
A03_16	7.030246588
A03_17	1.279957841
A03_18	1.495005094
A03_19	2.470613879
A03_20	2.925282255
A03_21	2.018679051
A03_22	2.660122807
A03_23	1.427367509
A03_24	1.758049563
A03_25	0.780383241
A03_26	2.818496665
A03_27	1.624283424
A03_28	3.241257226
A03_29	4.054509418
A03_30	2.559994064
A03_31	1.898116101
A03_32	2.541439772
A03_33	2.162859442
A03_34	2.520083111
A03_35	3.006447456
A03_36	0.736074663
A03_37	0.834152458
A03_38	2.680130825
A03_39	1.48140304
A03_40	2.050053663
A03_41	3.040780794
A03_42	0.841166885
A03_43	1.13226665
A03_44	1.957526279
A03_45	1.331232385
A03_46	1.980237747
